               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 145,             0.04198,             0.10002,           0.0098702,             0.92583,             0.45309,             0.59791,             0.34415,            0.046689,            0.084366,           0.0096348,            0.006436,            0.006436,            0.006436
                 146,            0.043032,            0.094798,           0.0098684,             0.92812,             0.46701,             0.60389,             0.35213,            0.043819,            0.083511,           0.0095558,           0.0064112,           0.0064112,           0.0064112
                 147,            0.045682,             0.10786,            0.010117,             0.94915,             0.43035,             0.57445,             0.31029,            0.050392,            0.085236,            0.009898,           0.0063865,           0.0063865,           0.0063865
                 148,            0.044857,             0.10868,            0.010558,             0.84691,             0.50068,              0.5995,             0.36192,             0.04276,             0.08168,            0.010651,           0.0063618,           0.0063618,           0.0063618
                 149,            0.042086,             0.10308,             0.01044,             0.87841,              0.4196,             0.54523,             0.30746,            0.049787,            0.086205,           0.0098591,            0.006337,            0.006337,            0.006337
                 150,            0.044173,            0.092444,            0.010489,             0.92926,             0.43858,             0.58461,             0.36095,            0.043528,            0.083038,           0.0097401,           0.0063122,           0.0063122,           0.0063122
                 151,            0.040646,             0.10227,            0.010167,             0.89967,             0.41132,             0.56683,              0.3358,            0.047446,            0.083786,           0.0095593,           0.0062875,           0.0062875,           0.0062875
                 152,            0.042261,             0.10086,            0.010399,             0.92328,             0.45613,             0.58026,             0.36695,            0.043368,            0.081223,            0.009446,           0.0062628,           0.0062628,           0.0062628
                 153,            0.040539,             0.10428,           0.0098818,             0.85989,               0.459,             0.55137,               0.315,            0.047013,            0.083954,            0.009985,            0.006238,            0.006238,            0.006238
                 154,            0.042975,            0.092991,           0.0095833,             0.91924,             0.44648,             0.57461,             0.35311,            0.043712,            0.082039,           0.0096771,           0.0062132,           0.0062132,           0.0062132
                 155,            0.040051,            0.095974,           0.0098973,              0.8585,             0.45262,             0.56209,             0.34807,            0.045824,            0.084625,           0.0097767,           0.0061885,           0.0061885,           0.0061885
                 156,            0.041458,             0.10544,            0.010303,               0.918,             0.45371,             0.60393,             0.37496,            0.041075,            0.078331,           0.0098156,           0.0061637,           0.0061637,           0.0061637
                 157,             0.04025,             0.10285,            0.010318,             0.93833,             0.44661,             0.60167,             0.36933,            0.045612,             0.08416,           0.0097618,            0.006139,            0.006139,            0.006139
                 158,            0.040671,            0.095627,            0.010359,             0.83726,              0.5193,             0.60008,             0.37923,            0.041673,             0.07832,            0.010402,           0.0061142,           0.0061142,           0.0061142
                 159,            0.040059,             0.10237,           0.0097361,              0.8638,             0.46595,             0.57204,             0.33543,            0.046512,             0.08519,            0.009708,           0.0060895,           0.0060895,           0.0060895
                 160,            0.041956,            0.099775,           0.0099262,             0.89435,             0.48493,             0.59267,             0.36903,            0.042116,            0.081245,           0.0096519,           0.0060647,           0.0060647,           0.0060647
                 161,            0.040588,             0.09828,           0.0098865,             0.92062,             0.46953,             0.59946,             0.35079,            0.046996,            0.084053,           0.0093475,             0.00604,             0.00604,             0.00604
                 162,            0.042171,             0.10836,            0.010009,             0.91687,             0.46899,              0.5998,             0.37674,            0.042608,            0.079941,            0.009581,           0.0060152,           0.0060152,           0.0060152
                 163,            0.040074,             0.10209,            0.009893,             0.79084,             0.49159,             0.56367,              0.3435,            0.047022,              0.0839,           0.0093304,           0.0059905,           0.0059905,           0.0059905
                 164,            0.042823,            0.094769,           0.0097262,             0.94365,              0.4455,             0.59826,             0.36964,            0.043391,            0.081169,           0.0094173,           0.0059658,           0.0059658,           0.0059658
                 165,            0.039608,            0.094569,           0.0097028,             0.87676,             0.43035,             0.55486,             0.34391,            0.045839,             0.08326,           0.0094574,            0.005941,            0.005941,            0.005941
                 166,            0.041666,              0.1007,           0.0094738,             0.89524,             0.47609,             0.59224,             0.37428,            0.041073,            0.079868,           0.0097584,           0.0059163,           0.0059163,           0.0059163
                 167,            0.039363,            0.099304,            0.009768,              0.8476,             0.48851,             0.58562,             0.35663,            0.045495,            0.081978,           0.0095329,           0.0058915,           0.0058915,           0.0058915
                 168,             0.04237,             0.10339,            0.010298,             0.92039,             0.46701,              0.6003,             0.38145,            0.043013,            0.080597,           0.0094437,           0.0058668,           0.0058668,           0.0058668
                 169,            0.039813,            0.088846,           0.0098469,             0.89108,             0.48465,             0.58077,             0.35974,            0.044775,            0.081749,            0.010025,            0.005842,            0.005842,            0.005842
                 170,            0.040943,             0.09676,           0.0091961,             0.92025,             0.48534,             0.60286,             0.38223,            0.041822,            0.080376,           0.0098202,           0.0058173,           0.0058173,           0.0058173
                 171,            0.039522,             0.10169,           0.0094188,             0.92201,             0.42401,             0.56871,             0.35505,            0.045418,            0.081383,            0.010632,           0.0057925,           0.0057925,           0.0057925
                 172,            0.040815,            0.097464,           0.0095572,             0.89564,             0.49071,             0.59766,             0.38043,            0.042529,            0.080597,            0.010384,           0.0057678,           0.0057678,           0.0057678
                 173,            0.040543,            0.099894,            0.009538,             0.90123,             0.46226,             0.57886,             0.35644,            0.045208,            0.083687,           0.0098911,            0.005743,            0.005743,            0.005743
                 174,             0.04093,             0.09597,           0.0086937,             0.90184,             0.51662,             0.60984,             0.38971,            0.041509,            0.081253,           0.0097927,           0.0057183,           0.0057183,           0.0057183
                 175,            0.037989,             0.09765,           0.0094699,             0.88715,              0.4606,             0.56395,              0.3429,            0.045448,            0.081879,            0.009613,           0.0056935,           0.0056935,           0.0056935
                 176,            0.039692,            0.096499,           0.0087013,             0.85743,             0.51442,             0.58298,             0.36806,            0.042224,            0.081551,           0.0097057,           0.0056688,           0.0056688,           0.0056688
                 177,            0.037826,             0.09324,           0.0089125,             0.85731,             0.50205,             0.59019,             0.35449,            0.044141,            0.082268,           0.0098396,            0.005644,            0.005644,            0.005644
                 178,            0.040098,             0.09497,           0.0094709,             0.88483,             0.51662,             0.60162,             0.37614,            0.041141,            0.078331,           0.0096222,           0.0056193,           0.0056193,           0.0056193
                 179,            0.039256,            0.099442,           0.0089766,             0.92368,             0.46701,             0.60077,             0.37735,             0.04492,            0.082848,           0.0095421,           0.0055945,           0.0055945,           0.0055945
                 180,            0.040955,             0.10166,           0.0087545,             0.93898,             0.45846,             0.59368,             0.38254,            0.041604,            0.079506,           0.0094002,           0.0055698,           0.0055698,           0.0055698
                 181,            0.038225,            0.092963,           0.0085946,             0.94669,             0.45846,             0.59232,             0.37169,            0.045081,            0.082771,           0.0095398,            0.005545,            0.005545,            0.005545
                 182,            0.041756,             0.10287,           0.0088049,             0.94738,             0.46582,             0.60052,             0.36991,            0.042328,            0.080505,           0.0095169,           0.0055202,           0.0055202,           0.0055202
                 183,            0.037381,            0.087926,           0.0089381,              0.8755,             0.51637,             0.60383,             0.37447,            0.043275,            0.082077,            0.010087,           0.0054955,           0.0054955,           0.0054955
                 184,            0.038815,            0.096073,           0.0088529,             0.90143,             0.47613,             0.59079,              0.3676,            0.042277,            0.080994,            0.010384,           0.0054707,           0.0054707,           0.0054707
                 185,            0.040662,            0.095822,           0.0094815,              0.9001,              0.5221,              0.6086,             0.36291,            0.044192,            0.082748,           0.0093063,            0.005446,            0.005446,            0.005446
                 186,            0.041868,             0.10557,           0.0093639,             0.89981,             0.51501,              0.6026,             0.38031,            0.040701,             0.08046,           0.0088257,           0.0054212,           0.0054212,           0.0054212
                 187,            0.038549,            0.097595,           0.0089271,             0.90675,             0.52068,             0.60405,             0.36398,            0.046269,            0.083069,           0.0090603,           0.0053965,           0.0053965,           0.0053965
                 188,            0.042473,              0.1088,           0.0090161,             0.92106,             0.51591,              0.6046,             0.38517,            0.040801,            0.079426,           0.0091496,           0.0053717,           0.0053717,           0.0053717
                 189,            0.038004,            0.091146,           0.0090129,             0.91739,             0.51717,             0.60706,             0.36292,            0.046177,            0.082764,           0.0087284,            0.005347,            0.005347,            0.005347
                 190,             0.04109,            0.097011,           0.0094362,              0.9284,             0.51606,             0.60616,             0.38068,            0.041714,            0.079453,           0.0085796,           0.0053223,           0.0053223,           0.0053223
                 191,            0.040896,            0.090927,           0.0095453,             0.93682,             0.50956,             0.60646,             0.37248,            0.045778,            0.081535,           0.0084904,           0.0052975,           0.0052975,           0.0052975
                 192,            0.039582,            0.089526,           0.0088776,             0.94866,             0.49539,             0.60032,             0.38588,            0.041251,            0.079002,           0.0086266,           0.0052727,           0.0052727,           0.0052727
                 193,            0.038813,            0.094876,           0.0085825,             0.91151,             0.51108,             0.61298,             0.37635,            0.044953,            0.082024,            0.008654,            0.005248,            0.005248,            0.005248
                 194,            0.040834,            0.098989,           0.0084458,             0.93007,             0.50778,             0.61395,             0.39568,            0.040842,            0.079712,           0.0086334,           0.0052233,           0.0052233,           0.0052233
                 195,            0.038986,             0.10028,           0.0087863,              0.9374,             0.53177,             0.61489,             0.37818,            0.044565,            0.079483,           0.0088634,           0.0051985,           0.0051985,           0.0051985
                 196,            0.040156,            0.087181,            0.008754,             0.93328,             0.51344,             0.61081,             0.38653,            0.040994,            0.079323,            0.008709,           0.0051737,           0.0051737,           0.0051737
                 197,            0.039478,            0.099039,           0.0088667,             0.90599,             0.50493,             0.61267,             0.38442,            0.043923,            0.080315,            0.008777,            0.005149,            0.005149,            0.005149
                 198,            0.039949,             0.09463,           0.0088401,               0.926,             0.49071,             0.60712,             0.40125,            0.040616,            0.078506,           0.0087708,           0.0051243,           0.0051243,           0.0051243
                 199,            0.038663,             0.09259,           0.0093369,             0.91617,             0.49829,             0.60683,             0.37883,            0.044533,             0.08049,           0.0088406,           0.0050995,           0.0050995,           0.0050995
                 200,            0.041147,            0.098658,           0.0086725,             0.93584,             0.48698,             0.60336,             0.37681,            0.042932,            0.080681,           0.0089287,           0.0050747,           0.0050747,           0.0050747
                 201,            0.039799,            0.099628,           0.0087068,             0.91624,             0.51344,             0.60564,             0.38377,            0.043275,            0.080978,           0.0088463,             0.00505,             0.00505,             0.00505
                 202,             0.04046,            0.095843,           0.0092066,             0.90954,             0.49735,             0.59434,             0.38402,            0.042233,            0.080765,           0.0088348,           0.0050253,           0.0050253,           0.0050253
                 203,            0.037305,            0.088947,           0.0087849,             0.90291,             0.49853,             0.60162,               0.368,            0.043655,            0.084007,           0.0088017,           0.0050005,           0.0050005,           0.0050005
                 204,             0.03953,            0.095191,           0.0084956,             0.91837,             0.49511,             0.60236,             0.38133,            0.041385,            0.080933,            0.008844,           0.0049758,           0.0049758,           0.0049758
                 205,            0.037908,              0.1002,            0.008234,             0.88301,              0.5107,             0.60589,             0.37959,            0.043237,            0.079773,           0.0090683,            0.004951,            0.004951,            0.004951
                 206,            0.039189,            0.094521,            0.009125,             0.89827,             0.51354,               0.611,             0.39035,            0.041029,            0.079079,            0.008709,           0.0049263,           0.0049263,           0.0049263
                 207,            0.037171,            0.093776,           0.0087448,             0.87666,             0.50191,             0.59774,             0.35336,            0.044977,            0.082985,           0.0088451,           0.0049015,           0.0049015,           0.0049015
                 208,            0.040011,            0.094973,           0.0084512,             0.89023,             0.52703,             0.60477,              0.3891,            0.041978,            0.081833,           0.0090488,           0.0048768,           0.0048768,           0.0048768
                 209,            0.037354,             0.09246,           0.0085918,             0.88392,             0.50587,             0.60592,             0.37477,            0.043692,            0.080292,           0.0093956,            0.004852,            0.004852,            0.004852
                 210,             0.03826,            0.091451,           0.0087033,             0.91474,             0.49592,             0.60909,             0.39561,            0.039837,            0.078259,           0.0089962,           0.0048272,           0.0048272,           0.0048272
                 211,            0.037125,            0.088167,           0.0080901,             0.89289,             0.49291,             0.59483,              0.3736,            0.044919,             0.08287,           0.0087124,           0.0048025,           0.0048025,           0.0048025
                 212,            0.039829,            0.095614,            0.008474,             0.92165,             0.50138,             0.60308,             0.38897,            0.040391,            0.079536,           0.0086082,           0.0047778,           0.0047778,           0.0047778
                 213,            0.037599,            0.089677,           0.0085945,             0.88258,             0.51762,             0.59069,             0.36816,            0.043026,            0.081245,           0.0083839,            0.004753,            0.004753,            0.004753
                 214,            0.040523,            0.096185,           0.0088658,             0.89974,             0.52695,             0.60206,             0.39342,            0.040561,            0.080353,            0.008321,           0.0047283,           0.0047283,           0.0047283
                 215,            0.037132,            0.095814,           0.0082665,             0.91286,             0.49624,              0.5912,             0.36829,            0.042494,            0.081726,           0.0083576,           0.0047035,           0.0047035,           0.0047035
                 216,            0.037587,            0.087585,           0.0084242,             0.90494,             0.52418,             0.60148,             0.39023,            0.040147,            0.079872,           0.0083691,           0.0046788,           0.0046788,           0.0046788
                 217,            0.039998,            0.093286,           0.0083355,             0.90035,              0.5236,             0.59749,             0.37472,            0.043956,            0.081413,            0.008329,            0.004654,            0.004654,            0.004654
                 218,             0.04019,            0.094262,           0.0078941,             0.90454,             0.51751,               0.602,             0.38495,            0.040807,            0.080597,           0.0083159,           0.0046293,           0.0046293,           0.0046293
                 219,            0.036882,            0.086883,           0.0086412,             0.89994,             0.51581,             0.60417,             0.38537,            0.042435,            0.080734,           0.0085316,           0.0046045,           0.0046045,           0.0046045
                 220,            0.039193,             0.09455,           0.0082915,             0.91323,             0.52419,             0.61155,             0.39334,            0.040281,             0.07943,           0.0085201,           0.0045798,           0.0045798,           0.0045798
                 221,             0.03724,            0.092174,           0.0081909,             0.90572,             0.51852,             0.60381,             0.38621,            0.042048,            0.080925,           0.0084961,            0.004555,            0.004555,            0.004555
                 222,            0.038161,            0.088263,           0.0084227,             0.91038,             0.51252,             0.60835,             0.38265,            0.041488,            0.080238,           0.0086163,           0.0045303,           0.0045303,           0.0045303
                 223,             0.03705,            0.086964,            0.008106,              0.9001,             0.52639,             0.60646,               0.399,            0.042183,            0.081871,           0.0084927,           0.0045055,           0.0045055,           0.0045055
                 224,            0.038236,             0.09579,           0.0085005,             0.92094,             0.51042,              0.6013,             0.39362,            0.040207,            0.079987,           0.0085236,           0.0044808,           0.0044808,           0.0044808
                 225,            0.037373,            0.093424,           0.0081944,             0.91529,              0.5086,             0.60526,             0.38752,            0.042638,            0.083023,           0.0085499,            0.004456,            0.004456,            0.004456
                 226,            0.038615,             0.08487,            0.008301,             0.90923,             0.51344,             0.60325,             0.38241,            0.040726,             0.08181,           0.0085716,           0.0044313,           0.0044313,           0.0044313
                 227,            0.036603,            0.082167,           0.0080026,             0.89057,             0.50991,             0.59961,             0.37783,            0.042394,            0.080948,           0.0087776,           0.0044065,           0.0044065,           0.0044065
                 228,            0.040102,             0.09792,           0.0087911,              0.9085,             0.50049,             0.60728,             0.39486,            0.040017,            0.078201,           0.0089962,           0.0043818,           0.0043818,           0.0043818
                 229,            0.037253,             0.09801,           0.0084207,             0.88406,             0.50805,             0.59213,             0.37479,            0.041244,            0.081139,           0.0084641,            0.004357,            0.004357,            0.004357
                 230,            0.038338,            0.095546,           0.0080696,             0.88553,             0.50603,              0.5952,             0.37543,             0.04088,            0.079628,           0.0083427,           0.0043323,           0.0043323,           0.0043323
                 231,            0.037785,            0.099148,           0.0084492,             0.96497,             0.45308,             0.59629,             0.38099,            0.042442,             0.08136,           0.0083714,           0.0043075,           0.0043075,           0.0043075
                 232,            0.038324,            0.087437,           0.0077547,             0.92683,             0.48502,             0.59333,             0.38964,            0.039591,            0.078888,           0.0085476,           0.0042828,           0.0042828,           0.0042828
                 233,            0.039366,             0.10086,           0.0082697,             0.90461,             0.48404,             0.59534,             0.37875,            0.042281,            0.080391,           0.0084183,            0.004258,            0.004258,            0.004258
                 234,            0.038168,            0.095876,           0.0076459,             0.96972,             0.44407,             0.59119,              0.3891,            0.038999,             0.07872,           0.0085316,           0.0042333,           0.0042333,           0.0042333
                 235,            0.036872,            0.087481,            0.007839,             0.91484,             0.49365,             0.60227,             0.37599,            0.043063,            0.081879,           0.0082254,           0.0042085,           0.0042085,           0.0042085
                 236,            0.037206,            0.083538,           0.0080936,             0.92199,             0.50587,             0.59429,             0.38773,            0.040074,            0.080803,           0.0081293,           0.0041837,           0.0041837,           0.0041837
                 237,            0.038172,            0.096842,           0.0081313,             0.91797,             0.50587,             0.60379,             0.37384,            0.043269,            0.082283,           0.0081923,            0.004159,            0.004159,            0.004159
                 238,            0.037259,            0.090465,           0.0078841,              0.9375,             0.48772,             0.60364,             0.38614,             0.03969,            0.080086,           0.0083359,           0.0041342,           0.0041342,           0.0041342
                 239,            0.037538,            0.089808,            0.008665,             0.91452,             0.51895,             0.60392,             0.37833,            0.042658,            0.081879,           0.0083714,           0.0041095,           0.0041095,           0.0041095
                 240,            0.037655,            0.093759,           0.0080264,              0.9178,             0.50349,             0.60456,             0.39317,            0.039811,            0.080902,            0.008432,           0.0040847,           0.0040847,           0.0040847
                 241,            0.036988,            0.099422,           0.0082872,             0.90138,             0.51904,             0.60732,             0.38316,            0.042342,            0.081833,           0.0084183,             0.00406,             0.00406,             0.00406
                 242,            0.038161,            0.098832,           0.0086377,             0.91784,             0.52602,             0.60633,             0.38845,            0.039068,            0.079933,           0.0083164,           0.0040352,           0.0040352,           0.0040352
                 243,            0.036459,            0.094159,           0.0083661,             0.90634,             0.50587,             0.59517,              0.3858,            0.041432,            0.082077,           0.0082335,           0.0040105,           0.0040105,           0.0040105
                 244,            0.036587,            0.092324,           0.0073857,             0.91791,             0.49407,              0.5953,             0.38937,            0.039793,             0.08194,           0.0083044,           0.0039857,           0.0039857,           0.0039857
                 245,            0.033744,            0.080782,            0.007331,              0.9593,             0.45503,             0.59147,              0.3848,            0.041141,            0.083153,            0.008301,            0.003961,            0.003961,            0.003961
                 246,            0.037978,            0.094583,           0.0085804,             0.95534,             0.45732,             0.59181,             0.39022,            0.039698,            0.081985,           0.0081934,           0.0039362,           0.0039362,           0.0039362
                 247,            0.034091,            0.079133,           0.0083036,             0.95358,              0.4563,             0.59082,             0.37557,            0.041369,            0.083397,           0.0081728,           0.0039115,           0.0039115,           0.0039115
                 248,            0.037505,            0.095762,           0.0080525,             0.88325,             0.52169,             0.60224,             0.38192,            0.040679,            0.082893,           0.0082037,           0.0038867,           0.0038867,           0.0038867
                 249,             0.03599,            0.081898,           0.0077304,              0.8966,             0.51344,              0.6017,             0.38821,             0.04075,            0.082077,           0.0082346,            0.003862,            0.003862,            0.003862
                 250,            0.037528,             0.10034,           0.0081671,             0.90214,             0.53034,              0.6066,             0.39369,            0.039127,            0.081177,           0.0081625,           0.0038372,           0.0038372,           0.0038372
                 251,            0.036337,            0.095357,           0.0082039,             0.89627,             0.53362,             0.61467,             0.39243,            0.040364,            0.079803,           0.0083622,           0.0038125,           0.0038125,           0.0038125
                 252,             0.03656,            0.091632,           0.0079371,             0.89785,             0.52804,             0.61169,               0.398,            0.038939,            0.078972,           0.0082844,           0.0037878,           0.0037878,           0.0037878
                 253,            0.035563,            0.093659,           0.0087466,              0.9036,             0.51124,             0.60544,              0.3873,            0.040553,            0.081497,           0.0080853,            0.003763,            0.003763,            0.003763
                 254,            0.037072,            0.089259,            0.007919,             0.91993,             0.52199,             0.61318,             0.39551,            0.038773,             0.07962,           0.0081196,           0.0037383,           0.0037383,           0.0037383
                 255,             0.03446,            0.091703,           0.0077933,             0.90173,             0.52957,             0.60585,             0.39669,             0.04032,            0.081779,           0.0081036,           0.0037135,           0.0037135,           0.0037135
                 256,            0.036061,            0.088167,           0.0076946,             0.91265,             0.52639,             0.60725,             0.38894,            0.040006,             0.08123,           0.0081362,           0.0036888,           0.0036888,           0.0036888
                 257,            0.035234,            0.085759,            0.007869,             0.89792,             0.53397,             0.60452,             0.38768,            0.040968,            0.081467,           0.0080629,            0.003664,            0.003664,            0.003664
                 258,            0.037329,             0.10119,           0.0080112,             0.90104,             0.53935,             0.60525,             0.40307,            0.039594,            0.080574,           0.0080938,           0.0036393,           0.0036393,           0.0036393
                 259,            0.035276,            0.086099,           0.0078776,             0.91127,             0.54472,             0.60719,             0.39609,            0.041364,            0.080849,           0.0080017,           0.0036145,           0.0036145,           0.0036145
                 260,            0.037066,            0.091178,           0.0082498,             0.91198,             0.53142,             0.60902,             0.38917,            0.039315,            0.080177,           0.0080103,           0.0035898,           0.0035898,           0.0035898
                 261,            0.035342,            0.088378,           0.0077104,             0.91877,             0.54083,             0.60439,             0.39227,            0.040893,            0.081497,           0.0078735,            0.003565,            0.003565,            0.003565
                 262,            0.034699,            0.080575,           0.0071986,             0.92042,             0.53177,             0.60557,             0.39142,            0.039156,            0.080032,           0.0078283,           0.0035403,           0.0035403,           0.0035403
                 263,            0.033162,            0.079443,           0.0071048,             0.91371,             0.51662,             0.60111,              0.3875,            0.040018,            0.079811,           0.0079485,           0.0035155,           0.0035155,           0.0035155
                 264,            0.035341,            0.088176,           0.0080586,             0.92094,             0.52364,             0.60408,             0.39237,            0.039163,            0.079239,           0.0078575,           0.0034908,           0.0034908,           0.0034908
                 265,             0.03569,            0.087254,           0.0070897,             0.91393,             0.51124,             0.59439,             0.38024,            0.040731,             0.08065,           0.0078363,            0.003466,            0.003466,            0.003466
                 266,            0.035466,            0.088666,           0.0072883,             0.92536,             0.50663,              0.5977,             0.40159,            0.038335,            0.079369,           0.0076704,           0.0034413,           0.0034413,           0.0034413
                 267,            0.032771,             0.07988,           0.0073932,             0.90282,             0.52131,             0.60214,             0.39435,            0.040607,            0.081123,           0.0076515,           0.0034165,           0.0034165,           0.0034165
                 268,             0.03661,            0.087183,           0.0078639,             0.90394,             0.51911,               0.598,             0.39524,            0.039375,            0.081093,           0.0076744,           0.0033918,           0.0033918,           0.0033918
                 269,            0.034547,            0.085899,           0.0074144,             0.90079,             0.51344,              0.6022,             0.38342,            0.040889,            0.082863,           0.0077711,            0.003367,            0.003367,            0.003367
                 270,            0.035421,            0.087962,            0.007898,             0.90496,             0.51309,             0.60314,             0.39733,            0.038904,            0.081665,           0.0077774,           0.0033423,           0.0033423,           0.0033423
                 271,            0.035162,            0.085575,           0.0072573,             0.87877,             0.52034,             0.59659,             0.39195,            0.040895,            0.083473,           0.0076635,           0.0033175,           0.0033175,           0.0033175
                 272,            0.036209,            0.085437,           0.0074659,             0.90158,             0.53071,             0.60104,             0.39163,            0.040024,            0.082085,           0.0076189,           0.0032928,           0.0032928,           0.0032928
                 273,             0.03517,            0.083026,           0.0078113,             0.90774,             0.51782,             0.59636,             0.39474,             0.03989,            0.080826,           0.0076183,            0.003268,            0.003268,            0.003268
                 274,            0.034499,            0.092655,           0.0070773,             0.90797,             0.52419,             0.59748,             0.39859,            0.038574,            0.081146,           0.0077328,           0.0032433,           0.0032433,           0.0032433
                 275,            0.036553,            0.095496,           0.0080727,             0.91873,             0.52876,             0.59954,             0.39824,            0.040104,             0.08075,           0.0079708,           0.0032185,           0.0032185,           0.0032185
                 276,             0.03626,            0.087244,           0.0078023,             0.91263,             0.52008,             0.60411,             0.39669,            0.038723,            0.078781,           0.0080692,           0.0031938,           0.0031938,           0.0031938
                 277,            0.034309,            0.089224,           0.0069474,              0.9131,             0.52639,             0.60767,             0.39759,            0.039811,            0.079422,            0.008024,            0.003169,            0.003169,            0.003169
                 278,            0.035434,            0.083709,           0.0076492,             0.93292,             0.52639,             0.60797,             0.40121,            0.038449,            0.079391,           0.0080074,           0.0031443,           0.0031443,           0.0031443
                 279,            0.035115,            0.085499,           0.0070496,             0.92655,             0.52325,             0.60349,              0.3956,            0.039622,            0.080879,           0.0079308,           0.0031195,           0.0031195,           0.0031195
                 280,            0.035301,            0.084588,           0.0073389,             0.92735,             0.51511,             0.60146,             0.39909,            0.038462,            0.079803,           0.0080217,           0.0030948,           0.0030948,           0.0030948
                 281,            0.032619,             0.08014,           0.0073303,             0.92718,             0.51359,             0.60791,             0.40616,            0.039045,            0.082703,           0.0078369,             0.00307,             0.00307,             0.00307
                 282,            0.034042,            0.091865,           0.0066735,             0.93215,             0.50691,             0.60323,             0.39669,            0.039282,            0.082008,            0.007881,           0.0030452,           0.0030452,           0.0030452
                 283,            0.036858,            0.084033,           0.0084146,             0.93463,             0.52639,             0.60488,             0.39899,            0.039783,            0.082611,           0.0078409,           0.0030205,           0.0030205,           0.0030205
                 284,            0.034089,            0.091052,           0.0073256,             0.93871,             0.52639,             0.60983,             0.40062,            0.038853,            0.081505,           0.0078524,           0.0029957,           0.0029957,           0.0029957
                 285,            0.033692,            0.085828,           0.0072079,             0.90827,             0.50806,             0.60948,             0.39462,            0.039739,            0.082008,           0.0079119,            0.002971,            0.002971,            0.002971
                 286,            0.033719,            0.077684,           0.0072876,              0.9099,             0.51348,             0.60904,             0.39854,            0.039133,            0.081757,           0.0080664,           0.0029462,           0.0029462,           0.0029462
                 287,            0.034038,            0.089214,           0.0071877,             0.89385,             0.51882,             0.60713,             0.40146,            0.039429,            0.081291,           0.0080767,           0.0029215,           0.0029215,           0.0029215
                 288,            0.034268,            0.091166,           0.0073474,             0.91507,              0.5075,             0.60817,             0.40116,            0.037953,            0.079819,           0.0080595,           0.0028967,           0.0028967,           0.0028967
                 289,            0.033779,            0.080592,           0.0078358,             0.88152,             0.50806,             0.60095,             0.39206,            0.039616,            0.081291,           0.0080578,            0.002872,            0.002872,            0.002872
                 290,            0.036762,            0.094984,           0.0077318,             0.89125,             0.51572,             0.60219,             0.40055,            0.038513,            0.081169,            0.008087,           0.0028472,           0.0028472,           0.0028472
                 291,              0.0333,             0.08104,           0.0072705,             0.89022,             0.54154,             0.59567,             0.39547,            0.039393,            0.082153,            0.008234,           0.0028225,           0.0028225,           0.0028225
                 292,            0.034471,            0.090367,           0.0073431,             0.89213,             0.54483,             0.59684,             0.40234,            0.038568,            0.081276,           0.0082237,           0.0027977,           0.0027977,           0.0027977
                 293,            0.035106,            0.083126,            0.007442,             0.88587,             0.53589,             0.60106,             0.39143,            0.040181,            0.081863,           0.0081533,            0.002773,            0.002773,            0.002773
                 294,            0.035915,            0.090283,           0.0075325,             0.89373,             0.53715,             0.60983,             0.40151,            0.038847,            0.080986,           0.0080086,           0.0027482,           0.0027482,           0.0027482
                 295,            0.033854,            0.078721,           0.0078539,             0.90189,             0.53935,             0.60996,             0.41022,             0.03943,            0.082199,           0.0079176,           0.0027235,           0.0027235,           0.0027235
                 296,            0.035197,            0.086405,           0.0073691,              0.9052,             0.52859,             0.60214,             0.40636,            0.038379,            0.080795,           0.0079622,           0.0026987,           0.0026987,           0.0026987
                 297,            0.033708,            0.077627,           0.0072523,              0.8998,             0.53935,              0.6066,              0.4039,            0.039484,            0.081131,            0.007988,            0.002674,            0.002674,            0.002674
                 298,            0.034549,            0.087784,           0.0072905,             0.91089,             0.53935,             0.60822,             0.40609,            0.039074,            0.080788,           0.0079113,           0.0026492,           0.0026492,           0.0026492
                 299,            0.037074,            0.099959,           0.0074705,             0.88962,             0.53579,             0.60393,             0.40898,            0.039579,            0.081177,           0.0078718,           0.0026245,           0.0026245,           0.0026245
                 300,             0.03403,            0.085814,           0.0075252,             0.90358,             0.53729,             0.60382,             0.40942,            0.038646,            0.081146,           0.0079548,           0.0025997,           0.0025997,           0.0025997
                 301,            0.033432,            0.084368,           0.0071778,             0.90833,             0.53397,             0.59826,             0.41013,            0.039607,            0.082161,           0.0080412,            0.002575,            0.002575,            0.002575
                 302,            0.036331,            0.089139,           0.0080121,             0.92112,              0.5442,             0.60531,             0.40734,            0.038606,            0.081299,           0.0080252,           0.0025503,           0.0025503,           0.0025503
                 303,            0.032468,            0.080384,            0.007496,             0.92301,             0.53513,              0.6037,             0.40062,            0.039882,            0.081123,           0.0079268,           0.0025255,           0.0025255,           0.0025255
                 304,            0.036359,             0.09294,           0.0077012,             0.91793,             0.53079,             0.60133,             0.40781,            0.038599,            0.080956,           0.0079508,           0.0025008,           0.0025008,           0.0025008
                 305,            0.034193,            0.080629,           0.0071487,             0.91886,             0.53079,             0.60132,             0.40156,            0.039172,            0.080841,           0.0079823,            0.002476,            0.002476,            0.002476
